NUMBER,OWNER,TICKER,CUSIP6,CNAME
11532,LANDON ALLAN R,BOH,062540,BANK OF HAWAII CORP
11533,LANDON JOHN R,MTH,59001A,MERITAGE HOMES CORP
11534,LANDON MARTIN J,KCI,49460W,KINETIC CONCEPTS INC
11535,LANDOW SCOTT D,SELR,858199,STEELE RESOURCES CORP
11536,LANDRY KIMBERLY A,LTII,55036P,LUNA TECHNOLOGIES INTERNATIONA
11537,LANDVATTER KENT,FINW,31813A,FINWISE BANCORP
11538,LANDY JAMES J,HVB,444172,HUDSON VALLEY HOLDING CORP
11539,LANDY MARK,MIVI,55306V,MIV THERAPEUTICS INC
11540,LANDY MICHAEL P,MNR,609720,MONMOUTH REAL ESTATE INVESTMEN
11541,LANDY SAMUEL A,UMH,903002,UMH PROPERTIES INC
11542,LANE ALAN J,SI,82837P,SILVERGATE CAPITAL CORP
11543,LANE ANDREW R,HAL,406216,HALLIBURTON CO
11544,LANE BRIAN E,FIX,199908,COMFORT SYSTEMS USA INC
11545,LANE CHARLES G,BKSC,065066,BANK OF SOUTH CAROLINA CORP
11546,LANE DOUGLAS C,AVVA,00389Y,ABVIVA INC
11547,LANE FLINT A,BTRS,11778X,BTRS HOLDINGS INC
11549,LANE JASON B,QSEP,74736R,QS ENERGY INC
11550,LANE ROBERT W,DE,244199,DEERE & CO
11551,LANE RONALD HOWARD,SYVC,87163M,BIONUTRICS INC
11552,LANEY G TIMOTHY,NBHC,633707,NATIONAL BANK HOLDINGS CORP
11553,LANFEAR DENNIS M,CHRS,19249H,COHERUS BIOSCIENCES INC
11554,LANG BRENT D,VCRA,92857F,VOCERA COMMUNICATIONS INC
11555,LANG BROOK WESTER,MTVO,612184,MONTAVO INC
11556,LANG GREGORY A,NG,66987E,NOVAGOLD RESOURCES INC
11557,LANG GREGORY S,IDTI,458118,INTEGRATED DEVICE TECHNOLOGY I
11558,LANG JEFFREY,CECE,125141,CECO ENVIRONMENTAL CORP
11559,LANG LINDA A,JACK,466367,JACK IN THE BOX INC DE
11560,LANG PAUL A,ARCH,03940R,ARCH RESOURCES INC
11561,LANG PHILIPP MD,CFMS,20717E,CONFORMIS INC
11562,LANG SANFORD,ISYG,45825H,INSYNERGY PRODUCTS INC
11564,LANG SCOTT A,SSNI,82817Q,SILVER SPRING NETWORKS INC
11565,LANGAN ERIC SCOTT,RICK,765641,RICK S CABARET INTERNATIONAL I
11566,LANGBEIN THOMAS K,-,584931,MEDICORE INC
11567,LANGDON JERRY J,LATI,51829W,LATITUDE SOLUTIONS INC
11568,LANGE LOUIS G,CVTX,126667,CV THERAPEUTICS INC
11569,LANGECKER PETER J,OXGN,691828,OXIGENE INC
11570,LANGENSTEIN MOLLY,CHS,168615,CHICO'S FAS INC
11571,LANGER JONATHAN A,NRF,66704R,NORTHSTAR REALTY FINANCE CORP
11572,LANGEVIN DAVID J,VCC,92342X,VERI TEK INTERNATIONAL CORP
11573,LANGHAMMER FRED H,EL,518439,ESTEE LAUDER COS INC
11574,LANGLAND R MARC,NRIM,666762,NORTHRIM BANCORP INC
11575,LANGLEY GEORGE E,-,344905,FOOTHILL INDEPENDENT BANCORP
11576,LANGLEY RICHARD L,SPA,847235,SPARTON CORP
11577,LANHAM GREGORY A,SOI,83418M,SOLARIS OILFIELD INFRASTRUCTUR
11578,LANIER JOHN HICKS,OXM,691497,OXFORD INDUSTRIES INC
11579,LANIER JOSEPH LAMAR JR,-,235774,DAN RIVER INC GA
11580,LANKAU PETER A,ENDP,29264F,ENDO PHARMACEUTICALS HOLDINGS
11581,LANNI J TERRENCE,MGM,552953,MGM RESORTS INTERNATIONAL
11582,LANNI THOMAS WILLIAM,CMRO,200080,COMARCO INC
11583,LANNING JAMES W,IMKT,457030,INGLES MARKETS INC
11584,LANPHIER EDWARD O II,SGMO,800677,SANGAMO BIOSCIENCES INC
11585,LANSING WILLIAM J,VVTV,92047K,VALUEVISION MEDIA INC
11586,LANT STEVEN V,CHG,12541M,CH ENERGY GROUP INC
11587,LANTRIP MARK STEPHEN,SCBS,842626,SOUTHERN CO
11588,LANTZ SCOTT,SGMD,865040,SUGARMADE INC
11589,LANZA FRANK C,LLL,502413,L 3 COMMUNICATIONS HOLDINGS IN
11590,LANZAFAME JOHN F,BIPH,09064V,BIOPHAN TECHNOLOGIES INC
11591,LAPARTE JOSE LUIS,PSMT,741511,PRICESMART INC
11592,LAPENTA ROBERT V,-,50212A,L 1 IDENTITY SOLUTIONS INC
11593,LAPENTA ROBERT V JR,RVLT,76155G,REVOLUTION LIGHTING TECHNOLOGI
11594,LAPERA MARTIN S,FCBI,355685,FREDERICK COUNTY BANCORP INC
11595,LAPERCH WILLIAM G,-,00374N,ABOVENET INC
11596,LAPHEN MICHAEL W,CSC,205363,COMPUTER SCIENCES CORP
11597,LAPIDUS STANLEY N,HLCS,42326R,HELICOS BIOSCIENCES CORP
11598,LAPIN CHIZKYAU,DAVC,237247,DARKSTAR VENTURES INC
11599,LAPINE ANTHONY N,SMOA,81684P,SEMOTUS SOLUTIONS INC
11600,LAPINSKI THOMAS,TRCH,89102U,TORCHLIGHT ENERGY RESOURCES IN
11602,LAPLANCHE RENAUD,LC,52603A,LENDINGCLUB CORP
11603,LAPLANTE PAULITA M,OPTL,68384P,OPTICAL SENSORS INC
11604,LAPLATNEY D PATRICK,TUBM,898561,TUBE MEDIA CORP
11605,LAPORTE MICHEL G,SSIE,86800Q,SUNSI ENERGIES INC
11606,LAPPE MARK,INBX,45720L,INHIBRX INC
11607,LARAMIE MARK R,SPKL,84844T,SPICY PICKLE FRANCHISING INC
11608,LARGEY JOSEPH A,STRC,78464W,SRI SURGICAL EXPRESS INC
11609,LARISON ROBERT J JR,ACFC,048425,ATLANTIC COAST FEDERAL CORP
11610,LARKIN KYLE T,GVA,387328,GRANITE CONSTRUCTION INC
11611,LARNEY ROBERT M,CDI,125071,CDI CORP
11612,LAROCCO MICHAEL E,STFC,855707,STATE AUTO FINANCIAL CORP
11614,LARREA MOTA VELASCO GERMAN,SCCO,84265V,SOUTHERN COPPER CORP
11615,LARRUCEA HENRY,DTRO,248013,DELTRON INC
11616,LARSEN JOHN LAURITZ,USEG,911805,U S ENERGY CORP
11617,LARSEN JOHN O,LNT,018802,ALLIANT ENERGY CORP
11619,LARSEN KENDALL,VHC,92823T,VIRNETX HOLDING CORP
11620,LARSEN KIM D,-,11161E,BROADWING CORP
11621,LARSEN MARSHALL O,-,382388,GOODRICH CORP
11622,LARSEN MICHAEL M,-,365558,GARDNER DENVER INC
11623,LARSEN SCOTT C,TNP,G89982,TRANSATLANTIC PETROLEUM LTD
11624,LARSON BRADLEY E,MVCO,583185,MEADOW VALLEY CORP
11625,LARSON CHRISTOPHER D,URON,917276,URON INC
11626,LARSON DOUGLAS ALAN,ELDO,28468C,ELDORADO ARTESIAN SPRINGS INC
11627,LARSON JOHN,TCPM,878050,TC POWER MANAGEMENT CORP
11628,LARSON JOHN E,AXIO,05460U,AXIOM GOLD & SILVER CORP
11629,LARSON JOHN M,CECO,141665,CAREER EDUCATION CORP
11630,LARSON KAREN GILLES,SYNO,87162G,SYNOVIS LIFE TECHNOLOGIES INC
11631,LARSON RANDALL J,TLP,89376V,TRANSMONTAIGNE PARTNERS L P
11632,LARSON RODERICK A,OII,675232,OCEANEERING INTERNATIONAL INC
11633,LARSSON STEFAN,RL,751212,RALPH LAUREN CORP
11634,LARUE DAVID J,FCEA,345605,FOREST CITY REALTY TRUST INC
11635,LASCHINGER MARY A,VRTV,923454,VERITIV CORP
11636,LASEZKAY GEORGE M,CLSD,185063,CLEARSIDE BIOMEDICAL INC
11637,LASHINSKY JOSEPH PATRICK,ZIPR,98974V,ZIPREALTY INC
11638,LASKEY JOHN J,MSCS,553531,MSC SOFTWARE CORP
11639,LASKY MARC JEFFREY,WWZD,74442L,PSYCHIC FRIENDS NETWORK INC
11640,LASKY MITCHELL H,-,47023T,JAMDAT MOBILE INC
11641,LASKY WILLIAM M,-,466210,JLG INDUSTRIES INC
11642,LASSEN SIDNEY W,-,830137,SIZELER PROPERTY INVESTORS INC
11643,LATHI DINESH S,TLRD,87403A,TAILORED BRANDS INC
11644,LATKIN JED A,NAVB,63937X,NAVIDEA BIOPHARMACEUTICALS INC
11645,LATOFF WILLIAM S,DNBF,233237,DNB FINANCIAL CORP
11646,LATOUR RICHARD F,MFI,595072,MICROFINANCIAL INC
11647,LATOUR WOUTER W,VXRT,92243A,VAXART INC
11648,LATTA BRENT A,LDR,51476K,LANDAUER INC
11649,LATTMANN SUSAN E,BBBY,075896,BED BATH & BEYOND INC
11650,LATTY JAMES A,CETH,21248E,CONVERGENCE ETHANOL INC
11651,LAU CONSTANCE H,HE,419870,HAWAIIAN ELECTRIC INDUSTRIES I
11652,LAU HING BUN,HTTH,44849H,HUTTON HOLDINGS CORP
11653,LAU JOHNSON YIU NAM,ATNX,04685N,ATHENEX INC
11654,LAU SAN,CTHL,169451,CHINA TRACTOR HOLDINGS INC
11655,LAU WARREN C,OPXA,68372T,OPEXA THERAPEUTICS INC
11656,LAUB STEVEN A,ATML,049513,ATMEL CORP
11657,LAUBE LYNNE MARIE,CDLX,14161W,CARDLYTICS INC
11658,LAUBIES PIERRE,COTY,222070,COTY INC
11659,LAUDER WILLIAM P,EL,518439,ESTEE LAUDER COS INC
11660,LAUER ALLEN J,IN,458786,INTERMEC INC
11661,LAUER GARY L,EHTH,28238P,EHEALTH INC NEW
11662,LAUFER WAYNE L,BDE,09738U,BOIS D ARC ENERGY L L C
11663,LAUGHLIN CRAIG STEVEN,WNEA,973146,DOTRONIX INC
11664,LAUKIEN FRANK H,BRKR,116794,BRUKER BIOSCIENCES CORP
11665,LAULETTA JOHN F,-,922122,VARCO INTERNATIONAL INC DE
11666,LAULIS JULIA M,CABO,12685J,CABLE ONE INC
11667,LAUMAS SANDEEP,INNT,45782F,INNOVATE BIOPHARMACEUTICALS IN
11669,LAUNER LELAND C JR,FGL,315785,FIDELITY & GUARANTY LIFE
11670,LAUREN RALPH,RL,731572,POLO RALPH LAUREN CORP
11671,LAURENT JAMES E,SNR,867017,SUNAIR ELECTRONICS INC
11672,LAURIMAA JUSSI KALERVO,ISMN,449508,IFSA STRONGMAN INC
11673,LAURINO CARL J,MTW,563571,MANITOWOC COMPANY INC
11674,LAURITSEN KENNETH BRUCE,FLXS,339382,FLEXSTEEL INDUSTRIES INC
11675,LAURSEN WILLIAM J,MICR,59511X,MICRON SOLUTIONS INC
11676,LAUTENBACH MARC BRADLEY,PBI,724479,PITNEY BOWES INC
11677,LAUZON DENNIS N,IHGP,45839W,INTERACT HOLDINGS GROUP INC
11678,LAVA MEDTECH SPONSOR LP,LVAC,519345,LAVA MEDTECH ACQUISITION CORP
11679,LAVALLE JOHN WILLIAM,ENT,37951D,GLOBAL EAGLE ENTERTAINMENT INC
11680,LAVANCE DAVID R JR,SCVM,809120,MEDI HUT CO INC
11681,LAVAUD NICOLAS,ITNS,465733,ITONIS INC
11682,LAVELLE JAMES R,WMDA,94110U,COTELLIGENT INC
11683,LAVELLE MICHAEL J,ANLY,032681,ANALYSTS INTERNATIONAL CORP
11684,LAVELLE MICHAEL P,SCHS,807863,SCHOOL SPECIALTY INC
11685,LAVELLE PATRICK M,VOXX,050757,AUDIOVOX CORP
11686,LAVERS RICHARD M,COA,189873,COACHMEN INDUSTRIES INC
11687,LAVERTY ROGER M III,FARM,307675,FARMER BROS CO
11688,LAVIGNE CHRISTOPHE,LDRH,50185U,LDR HOLDING CORP
11689,LAVIGNE MARK STEPHEN,ENR,29272W,ENERGIZER HOLDINGS INC
11690,LAVIN BRIAN F,NLP,629422,NTS REALTY HOLDINGS L P
11691,LAVIN PHILIP T,AVRO,05359M,AVERION INTERNATIONAL CORP
11692,LAVIN RICHARD P,CVGI,202608,COMMERCIAL VEHICLE GROUP INC
11693,LAVINGTON MICHAEL J,GVHR,374393,GEVITY HR INC
11694,LAVOY THOMAS C,ISR,46489V,ISORAY INC
11695,LAW GERARD GARFIELD,RGF,75601G,REAL GOOD FOOD COMPANY INC
11696,LAW PERRY,STTN,83172A,SMART TEK SOLUTIONS INC
11697,LAWAL KASE LUKMAN,ERN,295625,ERIN ENERGY CORP
11698,LAWANDE SACHIN,VC,92839U,VISTEON CORP
11700,LAWLER DAVID CURTIS,QRCP,748349,QUEST RESOURCE CORP
11701,LAWLER JOSEPH C,MLNK,60786L,MODUSLINK GLOBAL SOLUTIONS INC
11702,LAWLER ROBERT D,CHK,165167,CHESAPEAKE ENERGY CORP
11703,LAWLESS MICHAEL THOMAS,AUUD,05072K,AUDDIA INC
11704,LAWLESS ROBERT J,MKCV,579780,MCCORMICK & CO INC
11705,LAWLOR MATTHEW P,ORCC,68273G,ONLINE RESOURCES CORP
11706,LAWRENCE ADAMS,IMTL,45074L,IMAGE PROTECT INC
11707,LAWRENCE MICHAEL E,-,811412,SEA PINES ASSOCIATES INC
11708,LAWRENCE RICHARD BRADLEY,ESL,297425,ESTERLINE TECHNOLOGIES CORP
11709,LAWRENCE ROBERT JOHN,PINV,71711A,PHARMA INVESTING NEWS INC
11710,LAWRENCE STEVEN PAUL,FRAN,351793,FRANCESCA S HOLDINGS CORP
11711,LAWRIE JOHN MICHAEL,-,826170,SIEBEL SYSTEMS INC
11712,LAWSON EDWARD J,FNHC,31422T,FEDERATED NATIONAL HOLDING CO
11713,LAWSON JAMES A,ADTH,00739D,ADTHEORENT HOLDING COMPANY INC
11714,LAWSON JEFF,TWLO,90138F,TWILIO INC
11715,LAWSON LARRY A,SPR,848574,SPIRIT AEROSYSTEMS HOLDINGS IN
11716,LAWSON STEPHEN B,-,12500Q,CCBT FINANCIAL COS INC
11717,LAWTON ALISON FRANCES,KLDO,483347,KALEIDO BIOSCIENCES INC
11718,LAWTON HARRY A III,TSCO,892356,TRACTOR SUPPLY CO
11719,LAX FREDERICK M,TKLC,879101,TEKELEC
11720,LAYDEN DONALD W JR,USAT,90328S,USA TECHNOLOGIES INC
11721,LAYFIELD T GAYLON III,XBKS,98410X,XENITH BANKSHARES INC
11722,LAYNE PAUL H,HHC,44267D,HOWARD HUGHES CORP
11723,LAYTON DONALD H,ETFC,269246,E TRADE FINANCIAL CORP
11724,LAYTON MARK C,PFSW,717098,PFSWEB INC
11725,LAZAR BEL,ATNY,00187E,API TECHNOLOGIES CORP
11726,LAZARAN FRANK,WINN,974280,WINN DIXIE STORES INC
11727,LAZENBY GEORGE I IV,-,29084T,EMDEON INC
11728,LAZOVSKY DAVID E,IMI,45882D,INTERMOLECULAR INC
11729,LE PEUCH OLIVIER,SLB,806857,SCHLUMBERGER LTD
11730,LE THONG Q,ALOR,G0231L,ALSP ORCHID ACQUISITION I CORP
11731,LEA LYNDON,LIII,G5463T,LEO HOLDINGS III CORP
11732,LEA MARTIN,HTC,445542,HUNGARIAN TELEPHONE & CABLE CO
11733,LEABMAN MICHAEL AARON,MOVE,62459M,MOVANO INC
11734,LEACH DANIEL WILLIAM,NCEN,62957N,NACEL ENERGY CORP
11735,LEACH JEFFREY R,INBP,45811V,INTEGRATED BIOPHARMA INC
11736,LEACH TIMOTHY A,CXO,20605P,CONCHO RESOURCES INC
11737,LEADER CHARLES A,-,67082B,OAO TECHNOLOGY SOLUTIONS INC
11738,LEAHY CHRISTINE A,CDW,12514G,CDW CORP
11739,LEAHY JOHN J,-,486665,KEANE INC
11740,LEAR STEPHEN G,NSTS,6293JP,NSTS BANCORP INC
11741,LEASURE ROBERT JR,BASI,09058M,BIOANALYTICAL SYSTEMS INC
11742,LEATHERMAN MICHAEL T,LDR,51476K,LANDAUER INC
11743,LEATHERS DEREK J,WERN,950755,WERNER ENTERPRISES INC
11744,LEAV PETER A,PLCM,73172K,POLYCOM INC
11745,LEAVITT CRAIG,KATE,485865,KATE SPADE & CO
11747,LEBBY MICHAEL STEPHEN,LWLG,532275,LIGHTWAVE LOGIC INC
11748,LEBDA DOUGLAS R,TREE,894675,TREE COM INC
11749,LEBENSOHN DANIEL,BHAC,22677T,CRIXUS BH3 ACQUISITION CO
11750,LEBER STEVEN E,GPCM,386617,GRANDPARENTS COM INC
11751,LEBLANC CLAUDE,AMBC,023139,AMBAC FINANCIAL GROUP INC
11752,LEBLANC STEVEN R,-,866239,SUMMIT PROPERTIES INC
11753,LEBOEUF RAYMOND W,PPG,693506,PPG INDUSTRIES INC
11754,LEBON LAWRENCE J III,LABC,54619P,LOUISIANA BANCORP INC
11755,LEBOVITS CHAIM,BCLI,10501E,BRAINSTORM CELL THERAPEUTICS I
11756,LEBOVITZ CHARLES B,CBL,124830,CBL & ASSOCIATES PROPERTIES IN
11758,LEBOW BENNETT S,VGR,92240M,VECTOR GROUP LTD
11759,LEBOWITZ ELLIOT,XENO,98410N,XENO TRANSPLANTS CORP
11760,LECHLEITER JOHN C,LLY,532457,ELI LILLY & CO
11761,LECLAIR STEPHEN O,CNM,21874C,CORE & MAIN INC
11762,LECLERC CHRISTOPHER J,LSKA,53654P,LISKA BIOMETRY INC
11763,LECROY GARY,GAXY,36320A,GALAXY NEXT GENERATION INC
11765,LEDBETTER STEVEN W,SHLX,822634,SHELL MIDSTREAM PARTNERS LP
11766,LEDBETTER TERRY LEE,SNC,85711T,STATE NATIONAL COMPANIES INC
11768,LEDDY JEFFREY A,HTC,444486,HUGHES TELEMATICS INC
11769,LEDECKY JONATHAN J,ASCQ,04350H,ASCEND ACQUISITION CORP
11770,LEDERER LESLIE T,VRS,92531L,VERSO CORP
11771,LEDERMAN DAVID M,ABMD,003654,ABIOMED INC
11772,LEDERMAN SETH,TNXP,890260,TONIX PHARMACEUTICALS HOLDING
11773,LEDESMA RAY R,EENI,30225W,EXTERRA ENERGY INC
11774,LEDOUX MARK A,NAII,638842,NATURAL ALTERNATIVES INTERNATI
11775,LEDSINGER CHARLES A JR,CHH,169905,CHOICE HOTELS INTERNATIONAL IN
11776,LEDUC DAVID,DMB,26203D,DREYFUS MUNICIPAL BOND INFRSTR
11777,LEE AYDEN R JR,FOFN,350891,FOUR OAKS FINCORP INC
11778,LEE BENNY SHING BUN,SPYE,831718,SMARTPAY EXPRESS INC
11779,LEE BONITA INSOOK,HAFC,410495,HANMI FINANCIAL CORP
11780,LEE BRUCE K,HTLF,42234Q,HEARTLAND FINANCIAL USA INC
11781,LEE C K,GRNQ,39540F,GREENPRO CAPITAL CORP
11782,LEE CARL E JR,LNCE,833551,SNYDER S LANCE INC
11784,LEE CHRISTEN E J,KREF,48251K,KKR REAL ESTATE FINANCE TRUST
11785,LEE DAN R,MTMD,59515B,MICROTEK MEDICAL HOLDINGS INC
11786,LEE DANIEL RICHARD,PNK,723456,PINNACLE ENTERTAINMENT INC
11787,LEE DAVID B,-,682092,OMEGA FINANCIAL CORP
11788,LEE DAVID D,SIMG,82705T,SILICON IMAGE INC
11789,LEE DAVID DONGHIE,BSRC,09070K,BIOSOLAR INC
11790,LEE DAVID S,INVT,46123X,INVENTERGY GLOBAL INC
11791,LEE DICKSON V,LLFH,501766,L & L INTERNATIONAL HOLDINGS I
11792,LEE DON BARRY,RDBO,77106L,RODOBO INTERNATIONAL INC
11793,LEE DONALD BARRY,-,016432,ALL AMERICA CASTING INTERNATIO
11794,LEE EDGAR,OCSI,67402D,OAKTREE STRATEGIC INCOME CORPO
11795,LEE EDWARD CHANGWU,HSTA,42815H,HESTIA INSIGHT INC
11796,LEE EUGENE I JR,DRI,237194,DARDEN RESTAURANTS INC
11797,LEE FRANCIS F,SYNA,87157D,SYNAPTICS INC
11798,LEE FRANK DON,FMTX,34633R,FORMA THERAPEUTICS HOLDINGS IN
11799,LEE GEOFFREY CONRAD,-,539570,LOCATEPLUS HOLDINGS CORP
11800,LEE GEORGE M,MCBI,591650,METROCORP BANCSHARES INC
11801,LEE GORDON F,SRSM,83171W,SMART SMS CORP
11802,LEE GORDON KK,AGBA,G0120M,AGBA ACQUISITION LTD
11803,LEE GREG L,NXTY,65333R,NEXITY FINANCIAL CORP
11804,LEE HYUNG SOON,LEXO,52977N,LEXON TECHNOLOGIES INC
11805,LEE JAMES G,ORMP,68403P,ORAMED PHARMACEUTICALS INC
11806,LEE JIMMY S M,MERC,588056,MERCER INTERNATIONAL INC WA
11807,LEE JOHN CHASE,WTRO,96684U,WI TRON INC
11808,LEE JOHN TSENG CHUNG,MKSI,55306N,MKS INSTRUMENTS INC
11809,LEE JOSEPH R,DRI,237194,DARDEN RESTAURANTS INC
11810,LEE KEVIN,BCYC,088786,BICYCLE THERAPEUTICS PLC
11811,LEE KEWSONG,CG,14309L,CARLYLE GROUP LP
11812,LEE LARRY E,HK,40537Q,HALCON RESOURCES CORP
11813,LEE LORI M,T,00206R,AT&T INC
11814,LEE MAN CHING,ALRX,02081D,ALPHARX INC
11815,LEE MICHAEL H,-,G8988C,TOWER GROUP INTERNATIONAL LTD
11816,LEE MOH HON JOSEPH,KACL,G52131,KAIROUS ACQUISITION CORP LTD
11817,LEE ROBERT E,-,599903,MILLENNIUM CHEMICALS INC
11818,LEE ROBERT LEYNE,GLDG,381057,GOLDEN GLOBAL CORP
11819,LEE ROBERT Y,-,903333,US DRY CLEANING CORP
11820,LEE ROSE,CNR,21925D,CORNERSTONE BUILDING BRANDS IN
11821,LEE SAMUEL SANG BUM,PZZ,743494,PROSPECT MEDICAL HOLDINGS INC
11822,LEE SHUEH MIEN JIMMY,ISSI,45812P,INTEGRATED SILICON SOLUTION IN
11823,LEE SOLOMON YIP KUN,SIAF,829355,SINO AGRO FOODS INC
11824,LEE TERRY L,HTLJ,42236H,HEARTLAND INC MD
11825,LEE TOM Y,PURE,74621T,PURE BIOSCIENCES INC
11826,LEE TONG TAI,HBMK,44352W,HUBEI MINKANG PHARMACEUTICAL L
11827,LEE TSENG-CHUNG JOHN,MKSI,55306N,MKS INSTRUMENTS INC
11828,LEE WANG KEI,HTPN,44134T,HOTAPP INTERNATIONAL INC
11829,LEE YAPP MOI,SMHN,83172B,SMARTEC HOLDINGS INC
11830,LEE YING CHIU HERBERT,OAKO,673845,OAKRIDGE INTERNATIONAL CORP
11831,LEE YUCHUN,UNCA,904583,UNICA CORP
11832,LEE-SEPSICK KATHY,FEMY,31447E,FEMASYS INC
11833,LEECH DOUGLAS J,-,15234K,CENTRA FINANCIAL HOLDINGS INC
11834,LEEDLE BEN R JR,HWAY,422245,HEALTHWAYS INC
11835,LEEDS MARSHALL T,SFNS,86606J,SUMMIT FINANCIAL SERVICES GROU
11836,LEEDS RICHARD,SYX,871851,SYSTEMAX INC
11837,LEENEY JACK,VIIA,81786A,7GC & HOLDINGS CO INC
11838,LEER STEVEN F,ACI,039380,ARCH COAL INC
11839,LEES DONALD E,CPKL,13249T,CIRILIUM HOLDINGS INC
11840,LEES ROBERT B,FONU,30255C,FONU2 INC
11841,LEESTMA MARTIN J,-,76128Q,RETEK INC
11842,LEEVER DANIEL H,-,554273,MACDERMID INC
11843,LEFANOWICZ MARK E,-,26861P,E LOAN INC
11844,LEFAR MARC P,VG,92886T,VONAGE HOLDINGS CORP
11845,LEFCOE DERRICK,EXAD,30217D,EXPERIENCE ART AND DESIGN INC
11846,LEFF DANIEL V,WAVC,G06536,WAVERLEY CAPITAL ACQUISITION 1
11847,LEFKOF ALAN B,-,64114K,NETOPIA INC
11848,LEFKOFSKY ERIC P,GRPN,399473,GROUPON INC
11849,LEFKOWITZ LEE,POTN,737636,POTNETWORK HOLDINGS INC
11850,LEFTON ROBERT A,-,67611V,ODYSSEY HEALTHCARE INC
11851,LEGANZA LEONARD F,EML,276317,EASTERN CO
11852,LEGAULT PIERRE,NRX,640667,NEPHROGENEX INC
11853,LEGERE JOHN J,GLBC,G3921A,GLOBAL CROSSING LTD
11854,LEGG JOHN W,AKVA,040732,ARKANOVA ENERGY CORP
11855,LEGLEITER RICK L,UVBI,Q9328S,UNIVERSAL BIOSENSORS INC
11856,LEGLER MITCHELL W,ONEW,68280L,ONEWATER MARINE INC
11857,LEGORRETA PABLO G,RPRX,G7709Q,ROYALTY PHARMA PLC
11858,LEHMAN E EUGENE,UBOH,909458,UNITED BANCSHARES INC OH
11859,LEHMAN GREGG OWEN,FIT,42217V,HEALTH FITNESS CORP
11860,LEHMANN WILLIAM JR,ATHX,04744L,ATHERSYS INC
11862,LEHNER EDWARD J,RYI,783754,RYERSON HOLDING CORP
11863,LEHR MARTIN A,CNTX,21077P,CENTREXION THERAPEUTICS CORP
11864,LEHRER-GRAIWER JOSHUA,GRPH,38870X,GRAPHITE BIO INC
11865,LEHRFELD DANIEL,PHPG,71937M,PHOTONIC PRODUCTS GROUP INC
11866,LEI JONATHAN L,WNYN,934639,WARP 9 INC NV
11867,LEI LI,CJJD,G2124G,CHINA JO-JO DRUGSTORES INC
11868,LEIB DANIEL,DFIN,25787G,DONNELLEY FINANCIAL SOLUTIONS
11869,LEIBMAN NEIL,-,374398,GEXA CORP
11870,LEIDEN JEFFREY M,VRTX,92532F,VERTEX PHARMACEUTICALS INC
11871,LEIGHTON F THOMSON,AKAM,00971T,AKAMAI TECHNOLOGIES INC
11872,LEIGHTON JAMES B,BDBD,101405,BOULDER BRANDS INC
11873,LEIGHTON JOHN P,CFGI,22834Q,CROWN FINANCIAL HOLDINGS INC
11874,LEIGHTON WILLIAM J III,SOAP,833570,SOAPSTONE NETWORKS INC
11875,LEINWAND JONATHAN D,SNSR,801077,SANSWIRE CORP
11876,LEIRE ERIC JEAN MARIE,DDRT,236078,DANDRIT BIOTECH USA INC
11877,LEIS GEORGE S,PCBC,69404P,PACIFIC CAPITAL BANCORP NEW
11878,LEITE SHARON M,VSI,92849E,VITAMIN SHOPPE INC
11879,LEITMAN JERRY D,FCEL,35952H,FUELCELL ENERGY INC
11880,LEITZMAN ROBERT A,UNMN,911010,UNITED MINES INC
11881,LEJEAL JAMES M,CRU.,22877P,CRUCIBLE ACQUISITION CORP
11882,LEKACH ILIA,PARL,701645,PARLUX FRAGRANCES INC
11883,LELAND D MARK,DEL,247850,DELTIC TIMBER CORP
11884,LELAND SHAWN M PHARMD,ELEV,28623U,ELEVATION ONCOLOGY INC
11885,LEMAITRE GEORGE W,LMAT,525558,LEMAITRE VASCULAR INC
11886,LEMAITRE PHILIPPE,-,979438,WOODHEAD INDUSTRIES INC
11887,LEMIEUX ALAIN,XLGI,98374T,XL GENERATION INTERNATIONAL IN
11888,LEMKE GARY D,ASVI,001963,A S V INC
11889,LEMKE JACQUELINE M,BASI,09058M,BIOANALYTICAL SYSTEMS INC
11890,LEMMON GEORGE B JR,-,691217,OWOSSO CORP
11891,LEMOND MARK L,SCVL,824889,SHOE CARNIVAL INC
11892,LEMONIS MARCUS A,CWH,13462K,CAMPING WORLD HOLDINGS INC
11893,LENDRUM JOHN JAMES III,GWAC,38216X,GOOD WORKS ACQUISITION CORP
11894,LENEHAN WILLIAM H IV,FCPT,35086T,FOUR CORNERS PROPERTY TRUST I
11895,LENHARDT DAVID K,PETM,716768,PETSMART INC
11896,LENHART LARRY JOHN,TAQ,89366E,TRANSFORMA ACQUISITION GROUP I
11897,LENK CECILIA,VSTR,92046U,VALUESETTERS INC
11898,LENNIE MALCOLM D,RPPR,756019,REAL PAPER DISPLAYS INC
11899,LENNON JOHN J,-,747135,INDEPENDENT BREWERS UNITED COR
11900,LENNY RICHARD H,HSY,427866,HERSHEY CO
11901,LENOIR LAURENT,TAM,87509U,TAMINCO CORP
11902,LENORMAN DAVID D,KRU,228834,CRUSADER ENERGY GROUP INC
11903,LENTO ROBERT A,LLNW,53261M,LIMELIGHT NETWORKS INC
11904,LENTZ NATHANAEL V,VERT,92532L,VERTICALNET INC
11905,LENZ MARY LYNN D,SFBC,830896,SLADE S FERRY BANCORP
11906,LEO ANTHONY N,FHBI,07279B,BAYFIRST FINANCIAL CORP
